NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.8,0.19,0.5,67,31,83,9.11,6.62,30.25,91.76,5.59,41.59,0,0.0,Z1,Multispectral,Apply Pesticide,0.2688619927641908,0.2886794456678364,1
0.58,0.35,0.66,26,26,52,28.54,7.92,36.23,94.28,5.04,35.49,0,0.0,Z9,RGB,Apply Fertilizer,0.1244087127539267,-0.2724019801671969,1
0.58,0.35,0.41,55,30,61,23.33,7.53,25.54,48.09,4.85,44.9,0,0.0,Z6,RGB,Monitor,0.1411552206749777,0.1944944468401774,1
0.38,0.4,0.5,29,15,71,27.83,7.52,40.12,79.05,1.55,60.78,1,1.0,Z3,Multispectral,Monitor,-0.1211851358593037,-0.2090108747473285,1
0.58,0.35,0.92,19,39,83,13.56,7.58,20.58,93.84,2.36,87.83,0,0.0,Z10,RGB,Monitor,0.5304048276768917,-0.5367397590354335,0
0.58,0.35,0.81,64,39,35,11.66,5.96,31.9,31.42,5.24,71.72,0,0.0,Z4,RGB,Monitor,0.2591792069337424,0.2777244233800213,1
0.38,0.36,0.5,28,42,62,32.88,6.79,24.21,51.24,1.53,37.2,0,0.0,Z3,Multispectral,Apply Fertilizer,0.4454113219111767,-0.1173451246685117,1
0.72,0.55,0.5,39,44,53,13.49,5.64,22.06,68.62,7.71,91.11,0,1.0,Z2,Multispectral,Apply Fertilizer,0.4648837655520818,-0.2019960065693958,0
0.71,0.38,0.5,35,11,88,12.48,7.62,31.63,55.23,4.99,38.14,1,1.0,Z7,Multispectral,Apply Pesticide,-0.1701926170076787,-0.1981375827024072,1
0.87,0.29,0.5,67,32,64,33.44,5.75,40.85,44.99,6.41,42.29,0,0.0,Z8,Multispectral,Apply Fertilizer,0.1306460473852648,0.5470004227895502,1
0.51,0.39,0.5,47,21,21,35.0,7.63,29.47,28.0,2.87,32.82,1,0.0,Z4,Multispectral,Apply Pesticide,-0.2112271153825228,0.1456956892514838,1
0.58,0.35,0.43,19,40,40,18.99,7.18,23.23,65.97,5.56,15.8,0,0.0,Z3,RGB,Apply Fertilizer,0.4135604589673509,-0.4079329730711155,1
0.39,0.21,0.5,42,42,57,13.75,6.03,22.78,43.45,9.81,75.57,0,0.0,Z8,Multispectral,Irrigate,0.4121872658159929,-0.1087614088664215,0
0.75,0.21,0.5,22,5,22,28.56,6.66,20.98,45.12,1.31,43.73,1,1.0,Z3,Multispectral,Apply Fertilizer,-0.575263844067685,-0.3901091041407959,1
0.57,0.34,0.5,42,8,73,25.1,7.95,32.88,26.0,2.0,32.43,1,1.0,Z3,Multispectral,Apply Pesticide,-0.3420524009912506,0.0407501499977661,1
0.61,0.27,0.5,51,33,59,31.06,6.39,20.22,69.97,1.02,94.77,0,0.0,Z6,Multispectral,Apply Pesticide,0.160674982863291,0.1042018321107685,0
0.58,0.35,0.94,57,44,79,30.37,7.56,38.56,60.02,7.81,93.63,0,0.0,Z2,RGB,Apply Pesticide,0.5319071833465093,0.2792047320128804,0
0.49,0.16,0.5,66,27,32,19.38,5.64,19.1,44.66,6.91,60.12,0,1.0,Z7,Multispectral,Apply Fertilizer,-0.090142355667717,0.2769888621815402,1
0.32,0.3,0.5,16,30,78,15.29,6.66,28.2,32.25,8.84,21.42,0,0.0,Z5,Multispectral,Apply Fertilizer,0.2472626044979382,-0.4163543193541957,1
0.46,0.27,0.5,33,32,62,30.6,5.35,23.95,59.61,3.85,44.61,0,0.0,Z2,Multispectral,Monitor,0.1611291838472857,-0.0925953189123341,1
0.58,0.35,0.84,18,41,91,35.85,5.36,31.16,40.1,3.34,93.1,0,1.0,Z10,RGB,Irrigate,0.454660131247009,-0.255275236783052,0
0.58,0.35,0.4,36,21,64,37.48,6.66,39.73,30.1,7.26,35.96,1,1.0,Z9,RGB,Apply Fertilizer,-0.0921037974938489,0.0574108912995063,1
0.88,0.37,0.5,20,25,80,31.49,5.99,31.2,39.86,7.2,44.59,0,1.0,Z10,Multispectral,Apply Fertilizer,0.0659624962940493,-0.264258588023501,1
0.58,0.35,0.1,21,18,38,15.04,5.78,37.67,35.21,3.8,28.17,1,1.0,Z5,RGB,Apply Fertilizer,-0.1686822025829442,-0.3494454324462298,1
0.58,0.35,0.25,56,38,25,34.93,5.73,27.63,89.64,3.42,30.07,0,0.0,Z7,RGB,Irrigate,0.2065680463673326,0.2731704739420261,1
0.58,0.35,0.62,36,6,48,31.28,6.57,29.55,45.9,8.19,90.39,1,1.0,Z6,RGB,Irrigate,-0.5157172111441155,-0.1798865207112078,0
0.38,0.37,0.5,60,14,22,10.06,6.45,23.37,33.35,7.25,18.92,1,0.0,Z10,Multispectral,Monitor,-0.369388066155126,0.1482508710171062,1
0.58,0.35,0.32,55,41,41,13.28,7.66,37.81,51.7,4.68,71.96,0,0.0,Z3,RGB,Irrigate,0.4058051995640208,0.1351459892521432,0
0.58,0.35,0.91,30,22,63,13.35,7.84,27.26,81.58,2.99,91.11,1,1.0,Z8,RGB,Monitor,0.0446208317936807,-0.3935214180023073,0
0.58,0.35,0.26,62,27,25,23.77,7.54,40.35,29.94,7.11,42.02,0,0.0,Z2,RGB,Irrigate,-0.0336253176971642,0.3373819240405545,1
0.58,0.35,1.0,65,29,39,33.15,5.59,31.24,25.21,5.82,86.42,0,0.0,Z10,RGB,Apply Pesticide,-0.059078935558601,0.4085194371959304,0
0.58,0.35,0.78,53,14,73,34.43,5.33,33.39,28.29,6.89,55.64,1,0.0,Z10,RGB,Monitor,-0.3122812297445549,0.2710390968741837,1
0.58,0.35,0.52,72,30,83,14.54,5.8,19.78,36.64,3.38,69.47,0,1.0,Z6,RGB,Apply Fertilizer,0.1259972411994399,0.4213283719671987,0
0.61,0.29,0.5,38,33,78,16.29,5.83,18.95,34.53,7.8,98.77,0,1.0,Z3,Multispectral,Apply Fertilizer,0.220298462292384,-0.1761071234203293,0
0.84,0.4,0.5,22,42,68,21.44,6.52,33.16,33.56,3.82,66.4,0,1.0,Z1,Multispectral,Irrigate,0.4851570385641411,-0.2765000157039639,0
0.58,0.35,0.98,73,37,93,12.22,5.79,21.24,31.18,7.53,33.66,0,0.0,Z2,RGB,Monitor,0.3398249332651308,0.4875644890011712,1
0.3,0.36,0.5,19,30,60,31.01,6.9,23.62,50.06,4.75,57.37,0,0.0,Z9,Multispectral,Monitor,0.1542089985898747,-0.3528069638836835,0
0.58,0.35,0.21,37,22,67,22.15,7.25,36.98,70.55,4.18,27.73,1,0.0,Z6,RGB,Monitor,0.0313467491116876,-0.0707644784419464,1
0.6,0.29,0.5,71,42,26,29.07,7.62,32.3,64.37,9.77,65.58,0,1.0,Z8,Multispectral,Monitor,0.3183855865263656,0.4312622075358868,1
0.58,0.35,0.04,54,27,80,33.47,5.21,32.03,48.83,1.37,22.91,0,0.0,Z6,RGB,Apply Pesticide,0.0545136672650536,0.3663199842817226,1
0.64,0.56,0.5,25,27,91,14.07,7.06,35.39,42.19,7.17,63.07,0,1.0,Z5,Multispectral,Irrigate,0.2175890301355756,-0.3120993867110238,0
0.79,0.11,0.5,51,34,94,31.64,7.68,19.87,94.46,5.31,86.45,0,0.0,Z5,Multispectral,Irrigate,0.3315905313389882,0.0891011489902043,0
0.34,0.18,0.5,49,37,33,29.04,6.53,36.72,66.04,6.58,85.36,0,0.0,Z1,Multispectral,Irrigate,0.2265786110265603,0.0909265012343645,0
0.36,0.14,0.5,63,9,82,18.79,7.93,19.43,80.12,5.75,22.08,1,0.0,Z2,Multispectral,Irrigate,-0.2879203967641153,0.2195520829241847,1
0.58,0.35,0.62,27,43,94,8.67,5.23,24.46,57.69,9.12,28.75,0,0.0,Z1,RGB,Monitor,0.5892472413379425,-0.2779505947794526,1
0.26,0.16,0.5,28,14,24,32.22,6.3,27.53,43.38,9.22,81.45,1,1.0,Z7,Multispectral,Irrigate,-0.3848369967917144,-0.3023890751498644,0
0.44,0.2,0.5,72,21,33,16.97,6.09,34.36,65.51,8.59,36.6,1,0.0,Z7,Multispectral,Apply Pesticide,-0.1739928237288297,0.3924453575588033,1
0.58,0.35,0.62,21,6,20,18.67,6.19,21.75,59.67,5.94,81.33,1,1.0,Z2,RGB,Monitor,-0.5402343609048889,-0.5605240309945667,0
0.3,0.1,0.5,39,38,64,27.38,5.9,27.56,81.15,2.01,68.71,0,0.0,Z10,Multispectral,Apply Pesticide,0.3458925009796596,-0.0457794192381234,0
0.58,0.35,0.81,54,26,40,25.56,6.76,23.56,81.27,6.06,54.05,0,0.0,Z7,RGB,Irrigate,-0.0167261309928495,0.096593819918896,1
0.58,0.35,0.98,40,34,24,9.84,7.52,19.36,42.87,8.3,20.59,0,0.0,Z7,RGB,Apply Pesticide,0.1923542762457971,-0.1775660417035639,1
0.58,0.35,0.35,53,9,83,36.65,5.26,32.23,92.55,9.7,45.74,1,0.0,Z2,RGB,Monitor,-0.3631397022757306,0.1973748583814454,1
0.64,0.58,0.5,25,30,81,34.7,6.57,31.53,71.54,4.16,55.45,0,1.0,Z8,Multispectral,Apply Fertilizer,0.2185609432007448,-0.1962499591612632,1
0.58,0.35,0.34,27,26,23,24.74,5.26,40.47,65.15,2.84,18.79,0,1.0,Z1,RGB,Apply Fertilizer,-0.0254742334734788,-0.189819369389301,1
0.58,0.35,0.25,57,35,25,32.48,7.3,19.98,87.87,1.93,74.73,0,0.0,Z4,RGB,Monitor,0.1478422357711428,0.1646029300941754,0
0.35,0.1,0.5,34,23,60,36.87,5.69,19.27,56.73,7.84,41.99,1,0.0,Z4,Multispectral,Monitor,-0.0913934111381261,-0.092309955314644,1
0.58,0.35,0.32,37,36,86,22.8,6.77,22.58,84.62,4.29,61.59,0,0.0,Z5,RGB,Apply Pesticide,0.3897680276428422,-0.1265768831495859,0
0.58,0.35,0.96,15,15,46,8.16,6.01,33.44,83.74,6.15,92.84,1,1.0,Z8,RGB,Monitor,-0.1728052560496723,-0.6819223394218137,0
0.85,0.33,0.5,50,41,94,15.75,5.09,18.35,64.7,9.85,49.39,0,1.0,Z1,Multispectral,Apply Fertilizer,0.4655587993325835,0.0741046692194583,1
0.58,0.35,0.9,17,26,40,16.95,6.93,24.06,63.04,1.96,66.98,0,1.0,Z7,RGB,Monitor,0.0556614217759041,-0.5323209715775913,0
0.58,0.35,0.47,74,29,20,10.06,6.56,25.33,39.37,6.76,60.79,0,0.0,Z2,RGB,Monitor,-0.0294777696312223,0.3519625443312704,1
0.58,0.35,0.87,16,11,22,20.94,5.97,28.63,71.0,2.1,92.88,1,1.0,Z6,RGB,Monitor,-0.3923596328588232,-0.5944033594606426,0
0.58,0.35,0.79,65,13,63,14.12,6.26,39.64,72.98,5.18,30.69,1,0.0,Z2,RGB,Apply Pesticide,-0.2434712951476839,0.3056408155358868,1
0.31,0.44,0.5,34,36,52,16.15,5.58,31.42,75.11,6.24,87.46,0,0.0,Z5,Multispectral,Apply Pesticide,0.2885879383284863,-0.2431801305060337,0
0.44,0.58,0.5,23,21,87,14.07,7.1,33.25,36.53,9.28,51.03,1,1.0,Z8,Multispectral,Monitor,0.056491870738429,-0.35889621004694,1
0.79,0.44,0.5,48,23,29,33.11,5.16,22.29,42.3,1.82,88.87,1,0.0,Z10,Multispectral,Apply Pesticide,-0.2189862804373344,0.0757002891405775,0
0.63,0.55,0.5,34,29,38,22.32,6.97,34.73,33.62,1.65,49.38,0,1.0,Z2,Multispectral,Monitor,0.0829104043654475,-0.108211299166339,1
0.58,0.35,0.25,58,14,34,37.26,5.76,26.91,82.25,6.8,36.41,1,0.0,Z4,RGB,Monitor,-0.3839686855082811,0.2539147927853757,1
0.58,0.35,0.54,42,7,67,22.2,6.96,41.9,60.24,5.76,34.29,1,1.0,Z6,RGB,Apply Pesticide,-0.3575117603713614,-0.0088958181667126,1
0.9,0.22,0.5,65,12,74,35.61,7.01,37.28,80.33,9.12,61.2,1,0.0,Z6,Multispectral,Monitor,-0.2920250635693202,0.3753680849746593,0
0.78,0.58,0.5,39,23,91,8.43,5.49,18.35,32.25,6.75,28.07,1,0.0,Z3,Multispectral,Irrigate,0.0435940170155368,-0.1183203110660295,1
0.58,0.35,0.77,58,24,37,22.77,6.76,28.94,70.25,8.5,82.47,1,0.0,Z8,RGB,Apply Pesticide,-0.0847987931198571,0.1183741653933704,0
0.63,0.12,0.5,28,26,41,17.12,6.48,37.13,55.68,9.84,49.17,0,0.0,Z6,Multispectral,Apply Fertilizer,0.0431803542756803,-0.2992701303991982,1
0.58,0.35,0.38,17,34,71,10.81,5.89,38.0,32.33,7.24,15.9,0,0.0,Z5,RGB,Monitor,0.3389258596733909,-0.3656157822489569,1
0.58,0.35,0.1,50,43,53,28.76,7.82,33.78,61.83,3.3,41.95,0,1.0,Z2,RGB,Irrigate,0.4695962951552118,0.1977660052006624,1
0.77,0.32,0.5,52,41,91,34.88,5.29,23.18,85.43,1.76,11.54,0,0.0,Z5,Multispectral,Irrigate,0.4528861983506266,0.3162405365567216,1
0.58,0.35,0.99,62,29,35,21.45,7.5,27.09,65.19,7.81,62.64,0,0.0,Z8,RGB,Apply Fertilizer,0.0499689341144643,0.2029927779161513,0
0.58,0.35,0.4,19,5,50,19.18,6.01,26.47,80.81,1.7,60.35,1,0.0,Z7,RGB,Monitor,-0.4489336873749846,-0.5139169770702271,0
0.58,0.35,0.18,31,21,53,19.29,7.02,32.13,83.71,1.24,68.46,1,1.0,Z9,RGB,Monitor,-0.0292635209969871,-0.2792832971776016,0
0.39,0.49,0.5,67,5,45,32.11,5.39,30.23,39.36,9.55,77.15,1,1.0,Z3,Multispectral,Apply Fertilizer,-0.631969621103765,0.3580451441660622,0
0.58,0.35,0.19,70,24,23,8.17,7.25,40.16,61.64,5.69,20.53,1,0.0,Z9,RGB,Monitor,-0.0551245628373896,0.3464783456272804,1
0.65,0.18,0.5,36,17,71,15.98,6.35,22.49,77.43,2.41,27.13,1,0.0,Z3,Multispectral,Irrigate,-0.1048629168734635,-0.1827918623783661,1
0.58,0.35,0.68,55,34,32,29.08,6.57,37.51,45.89,1.9,73.73,0,0.0,Z1,RGB,Monitor,0.1338810532117921,0.2468922234008657,1
0.58,0.35,0.24,42,29,24,18.98,6.25,34.71,69.64,4.95,85.01,0,1.0,Z7,RGB,Monitor,0.0366880816410557,-0.1204699618513724,0
0.58,0.35,0.28,16,37,24,22.63,5.59,26.51,30.97,8.47,20.1,0,0.0,Z1,RGB,Apply Pesticide,0.2208954924862984,-0.3963776487965881,1
0.66,0.44,0.5,28,33,81,25.66,7.66,38.47,57.54,7.52,33.15,0,0.0,Z4,Multispectral,Irrigate,0.3456032476459868,-0.1575633210310265,1
0.58,0.35,0.01,33,35,28,29.48,6.82,31.94,64.47,2.01,47.42,0,0.0,Z7,RGB,Apply Pesticide,0.2011172941870218,-0.1174190458477555,1
0.58,0.35,0.45,63,8,47,20.69,6.73,39.96,31.22,4.5,31.52,1,0.0,Z3,RGB,Monitor,-0.4505387218130884,0.344255922671083,1
0.58,0.35,0.4,53,24,77,18.91,7.92,29.21,35.33,1.25,81.79,1,1.0,Z1,RGB,Apply Pesticide,0.0475659559262608,0.1299054063519477,0
0.58,0.35,0.96,60,22,33,12.54,5.5,28.8,70.94,7.96,88.12,1,1.0,Z1,RGB,Monitor,-0.1529812779851776,0.07909496114556,0
0.58,0.35,0.39,56,20,43,27.85,6.44,23.56,84.61,2.47,99.98,1,0.0,Z1,RGB,Apply Fertilizer,-0.1865125235998772,0.0915164218491402,0
0.85,0.54,0.5,29,44,68,11.37,7.34,24.23,69.93,7.99,72.52,0,0.0,Z2,Multispectral,Irrigate,0.582735042681516,-0.3521992903432196,0
0.69,0.41,0.5,47,5,51,30.34,6.62,33.85,84.67,6.34,38.94,1,1.0,Z6,Multispectral,Apply Fertilizer,-0.485505364293341,0.035794858635506,1
0.69,0.22,0.5,60,9,55,15.41,5.84,21.4,94.29,1.68,67.52,1,0.0,Z8,Multispectral,Irrigate,-0.3974888717990237,0.0908396336286054,0
0.58,0.35,0.97,40,32,45,22.44,5.54,22.75,46.86,4.14,67.55,0,1.0,Z9,RGB,Apply Fertilizer,0.1113881563689507,-0.0812850860556041,0
0.58,0.35,0.41,45,40,81,36.52,6.9,25.58,67.53,4.41,52.31,0,0.0,Z2,RGB,Monitor,0.4216137678857791,0.1455459709498161,1
0.46,0.37,0.5,40,16,43,17.69,6.44,19.03,55.57,1.1,68.34,1,1.0,Z10,Multispectral,Monitor,-0.2523522638780756,-0.175419939217899,0
0.57,0.46,0.5,43,21,54,31.68,5.54,41.97,45.86,6.13,87.81,1,1.0,Z8,Multispectral,Irrigate,-0.1416837163871297,0.0550818059571784,0
0.9,0.55,0.5,49,15,25,27.46,6.06,27.81,42.92,7.01,54.81,1,0.0,Z1,Multispectral,Apply Fertilizer,-0.3717606737549104,0.0572590973380082,1
0.46,0.33,0.5,49,13,82,34.26,7.73,33.99,26.64,5.44,76.96,1,1.0,Z3,Multispectral,Monitor,-0.251571510566023,0.1674936725611845,0
0.31,0.26,0.5,17,41,56,8.74,5.72,23.87,34.07,3.86,98.3,0,1.0,Z10,Multispectral,Monitor,0.4222401570423764,-0.529727524627735,0
0.9,0.23,0.5,43,8,92,10.0,6.46,27.75,33.85,3.59,49.75,1,1.0,Z8,Multispectral,Apply Pesticide,-0.2991415233796908,-0.0691398070754791,1
0.58,0.35,0.14,36,44,40,26.03,7.91,19.22,53.41,3.19,71.74,0,1.0,Z8,RGB,Monitor,0.4471912842649562,-0.1456306130157009,0
0.32,0.18,0.5,36,12,42,11.65,6.67,18.49,81.42,2.96,34.14,1,0.0,Z6,Multispectral,Apply Fertilizer,-0.2940251510664922,-0.2945101579454574,1
0.58,0.35,0.28,32,28,38,28.29,7.11,31.21,35.55,4.76,90.25,0,0.0,Z3,RGB,Irrigate,0.0251606534028152,-0.1892445776184606,0
0.58,0.35,0.06,22,39,91,35.83,7.37,26.14,49.83,6.74,80.14,0,1.0,Z3,RGB,Apply Pesticide,0.4483276004049189,-0.2487524692614798,0
0.58,0.35,0.06,58,8,43,29.39,5.88,34.42,36.76,9.66,89.62,1,1.0,Z5,RGB,Apply Pesticide,-0.5302032591524642,0.1981022300937046,0
0.73,0.29,0.5,17,9,88,25.5,5.44,38.48,57.85,9.3,73.92,1,0.0,Z6,Multispectral,Apply Pesticide,-0.2836690842908555,-0.4230665676326506,0
0.58,0.35,0.46,39,38,58,25.23,7.7,41.3,88.65,6.83,28.93,0,0.0,Z8,RGB,Apply Fertilizer,0.42448130982902,-0.0184316945624377,1
0.58,0.35,0.56,58,23,70,13.93,5.87,37.27,77.34,8.48,95.6,1,1.0,Z6,RGB,Apply Fertilizer,-0.0016428838874423,0.1100348939366913,0
0.58,0.35,0.16,64,14,73,8.67,7.63,40.5,65.03,2.69,62.45,1,0.0,Z4,RGB,Monitor,-0.156448373607279,0.2357743442272012,0
0.71,0.19,0.5,19,5,30,37.1,6.45,23.83,72.14,6.69,87.02,1,1.0,Z1,Multispectral,Monitor,-0.5679899564377523,-0.4793398402360879,0
0.29,0.28,0.5,22,15,33,23.42,5.2,40.86,60.73,1.8,10.04,1,1.0,Z9,Multispectral,Apply Pesticide,-0.2587915024799148,-0.2700584662348111,1
0.47,0.37,0.5,71,35,92,36.38,5.35,29.76,87.1,8.51,48.93,0,0.0,Z4,Multispectral,Apply Fertilizer,0.2696434396665417,0.5569111216085354,0
0.8,0.26,0.5,23,35,27,11.19,7.6,39.75,62.53,9.78,70.14,0,0.0,Z3,Multispectral,Apply Fertilizer,0.2849917553489779,-0.4568092672612801,0
0.58,0.35,0.03,69,32,57,37.0,5.5,41.67,87.2,2.42,72.7,0,0.0,Z2,RGB,Apply Pesticide,0.1217402378313047,0.5278472351786971,0
0.58,0.35,0.56,30,24,26,10.78,5.39,31.39,62.53,9.17,94.04,1,1.0,Z3,RGB,Irrigate,-0.0789458882026194,-0.4087255973192084,0
0.62,0.29,0.5,32,20,37,37.44,5.27,20.52,65.62,4.77,17.37,1,0.0,Z7,Multispectral,Monitor,-0.215669451815553,-0.1074463123152902,1
0.33,0.33,0.5,24,19,32,29.2,6.46,39.52,41.91,9.76,65.81,1,1.0,Z4,Multispectral,Apply Pesticide,-0.1936486263559749,-0.3020123682382777,1
0.58,0.35,0.85,18,10,82,23.68,7.06,29.52,53.07,7.02,41.4,1,1.0,Z2,RGB,Apply Fertilizer,-0.2361383052854084,-0.4191271644206467,1
0.88,0.1,0.5,40,5,83,13.52,7.07,41.42,30.05,7.39,15.28,1,0.0,Z1,Multispectral,Irrigate,-0.3570542563780692,-0.0325170423550466,1
0.58,0.35,0.02,45,35,63,31.98,5.98,21.66,93.13,7.13,81.03,0,0.0,Z6,RGB,Apply Pesticide,0.2392036323243948,-0.0067135170922448,0
0.58,0.35,0.12,34,7,59,26.39,5.73,23.77,72.11,7.87,23.99,1,0.0,Z7,RGB,Apply Fertilizer,-0.4322285592515709,-0.1827622854346636,1
0.74,0.18,0.5,28,30,90,32.27,6.07,26.5,49.23,7.11,36.53,0,1.0,Z1,Multispectral,Apply Fertilizer,0.2052242772382021,-0.1260769898306976,1
0.58,0.35,0.23,50,42,79,29.05,7.43,20.77,26.59,2.92,72.42,0,1.0,Z6,RGB,Apply Pesticide,0.440674540905834,0.188234018898071,0
0.85,0.26,0.5,16,28,84,18.67,5.36,25.55,29.9,6.95,45.59,0,1.0,Z2,Multispectral,Apply Pesticide,0.1569564810670534,-0.4056015271069591,1
0.63,0.25,0.5,42,34,51,14.5,5.35,40.29,27.26,2.41,73.93,0,1.0,Z6,Multispectral,Monitor,0.2029405581561252,0.008039099080686,0
0.26,0.38,0.5,55,7,39,33.86,7.2,37.94,29.57,1.12,67.61,1,0.0,Z6,Multispectral,Monitor,-0.5227338703412048,0.2512674406754963,1
0.84,0.51,0.5,27,22,42,26.44,6.5,20.78,41.38,6.07,82.18,1,0.0,Z6,Multispectral,Apply Fertilizer,-0.1255351992802593,-0.331216219366345,0
0.58,0.35,0.9,31,40,73,19.67,7.86,35.48,83.33,4.07,96.91,0,0.0,Z10,RGB,Apply Pesticide,0.5123501952994515,-0.2625672155067781,0
0.28,0.57,0.5,15,34,58,30.64,7.47,34.26,74.29,6.27,34.85,0,1.0,Z2,Multispectral,Apply Pesticide,0.3183924550950159,-0.3885195113779967,1
0.58,0.35,0.02,40,41,90,12.17,7.88,28.97,79.54,3.08,86.23,0,0.0,Z9,RGB,Monitor,0.5758806701116616,-0.1427405582242354,0
0.58,0.58,0.5,33,44,52,12.44,6.23,38.15,28.71,9.4,56.74,0,0.0,Z2,Multispectral,Irrigate,0.4956772761865763,-0.1603221323974238,1
0.66,0.19,0.5,67,11,37,22.26,7.08,30.98,87.45,8.07,68.79,1,0.0,Z1,Multispectral,Apply Pesticide,-0.3895976872374446,0.231775552763512,0
0.58,0.35,0.05,29,41,42,15.53,5.74,29.49,71.77,1.97,91.87,0,0.0,Z6,RGB,Apply Fertilizer,0.3917019101322543,-0.3137063242841557,0
0.58,0.35,0.09,67,13,31,26.48,5.12,32.47,71.07,2.99,84.14,1,0.0,Z10,RGB,Irrigate,-0.4318544531892099,0.3191465915713437,0
0.58,0.35,0.6,17,19,90,15.71,7.77,28.86,26.11,1.6,48.62,1,1.0,Z5,RGB,Apply Fertilizer,0.0262228112759708,-0.4151197337729709,1
0.8,0.38,0.5,44,12,71,9.54,6.09,22.64,31.52,3.24,78.82,1,1.0,Z6,Multispectral,Apply Fertilizer,-0.2876695903349341,-0.1201715294747363,0
0.58,0.35,0.46,15,41,46,10.51,6.71,32.3,41.42,4.25,67.47,0,1.0,Z8,RGB,Irrigate,0.4510941235369438,-0.5113000162343929,0
0.58,0.35,0.57,19,23,48,16.11,7.61,20.39,92.77,2.01,44.02,1,0.0,Z4,RGB,Apply Fertilizer,0.0456025755544005,-0.5339104160282966,1
0.37,0.21,0.5,42,35,79,12.32,7.69,38.08,40.6,9.68,58.76,0,0.0,Z6,Multispectral,Apply Pesticide,0.3773064904706636,-0.0452105772030222,0
0.89,0.15,0.5,70,22,86,25.16,5.34,31.23,33.65,8.48,31.67,1,0.0,Z5,Multispectral,Apply Pesticide,-0.07551988602577,0.5260582860399681,1
0.67,0.24,0.5,33,15,20,15.38,7.78,34.45,47.62,6.36,94.02,1,1.0,Z5,Multispectral,Irrigate,-0.2803250107957714,-0.3410352568031424,0
0.76,0.54,0.5,57,35,50,34.08,6.24,20.72,49.36,1.07,19.59,0,0.0,Z5,Multispectral,Apply Fertilizer,0.1740355062878557,0.3490929469235682,1
0.58,0.35,0.03,49,24,40,21.0,7.68,34.61,61.13,2.37,25.53,1,0.0,Z4,RGB,Irrigate,-0.0093354798663557,0.1004745044690259,1
0.58,0.35,0.6,71,22,52,9.46,7.03,34.06,29.32,9.56,22.39,1,0.0,Z3,RGB,Apply Fertilizer,-0.0776842162361881,0.3970659028817719,1
0.52,0.14,0.5,34,41,48,34.86,7.22,33.0,41.74,9.26,86.36,0,0.0,Z9,Multispectral,Irrigate,0.3616220765195445,-0.0898446679132274,0
0.75,0.54,0.5,31,42,63,12.76,7.51,40.62,27.92,7.91,75.96,0,0.0,Z1,Multispectral,Irrigate,0.5094280329527615,-0.2071471993655448,0
0.58,0.35,0.34,48,26,82,33.11,5.83,21.26,64.4,6.6,89.86,0,0.0,Z2,RGB,Monitor,0.0294951397567517,0.0765871538896477,0
0.43,0.53,0.5,32,41,24,30.63,7.45,41.23,71.73,2.55,91.7,0,0.0,Z5,Multispectral,Apply Fertilizer,0.3639806257057257,-0.163571470405147,0
0.58,0.35,0.76,73,11,40,14.17,6.71,18.29,57.87,2.47,59.77,1,0.0,Z3,RGB,Apply Fertilizer,-0.4179092958626954,0.3102373278932379,1
0.58,0.35,0.25,56,13,40,21.77,5.54,24.91,85.16,1.35,74.97,1,0.0,Z1,RGB,Irrigate,-0.3621807868662068,0.085693455687603,0
0.58,0.35,0.96,47,44,46,22.62,6.15,41.15,64.79,2.72,10.39,0,0.0,Z7,RGB,Apply Fertilizer,0.4850647698984417,0.1878878598229787,1
0.58,0.35,0.79,61,44,24,10.0,6.76,38.02,71.43,4.88,63.17,0,0.0,Z8,RGB,Apply Fertilizer,0.4320669433673195,0.1910690590675745,1
0.88,0.37,0.5,57,36,82,10.33,6.89,30.0,34.95,4.62,58.66,0,1.0,Z5,Multispectral,Apply Fertilizer,0.3554871798193086,0.1999892476282958,0
0.58,0.35,0.65,47,44,75,19.62,6.75,33.73,43.82,2.94,57.44,0,1.0,Z3,RGB,Apply Fertilizer,0.5383497890280392,0.1285908063799931,0
0.3,0.4,0.5,47,12,50,34.17,5.6,29.14,42.87,6.96,72.02,1,1.0,Z9,Multispectral,Monitor,-0.4085523126462879,0.0815001298968042,0
0.34,0.2,0.5,48,23,76,33.53,5.75,24.55,92.02,2.22,43.85,1,0.0,Z9,Multispectral,Apply Fertilizer,-0.0148452824338352,0.1267529499427452,1
0.58,0.35,0.59,67,17,60,25.39,7.62,26.95,67.61,6.24,46.95,1,0.0,Z9,RGB,Irrigate,-0.1874900428666955,0.3363691550646375,1
0.58,0.35,0.21,42,14,58,30.51,6.34,34.61,92.34,1.01,64.01,1,1.0,Z7,RGB,Apply Pesticide,-0.2410945372017348,-0.0222256298428341,0
0.26,0.31,0.5,44,9,88,34.91,6.89,25.23,44.44,5.5,84.21,1,1.0,Z1,Multispectral,Apply Fertilizer,-0.3524277269864115,0.0313621856433502,0
0.58,0.35,0.53,30,29,62,30.29,5.1,35.2,56.62,1.73,49.73,0,0.0,Z8,RGB,Irrigate,0.1047254232410581,-0.0962765790357496,1
